id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2022-1343,The function `OCSP_basic_verify` verifies the signer certificate on an OCSP response. In the case where the (non-default) flag OCSP_NOCHECKS is used then the response will be positive (meaning a successful verification) even in the case where the response signing certificate fails to verify. It is a,OpenSSL,CWE-295,,,,2022-05-03T16:15:18.873,5.3,MEDIUM,nvd,the function ocsp_basic_verify verifies the signer certificate on an ocsp response in the case where the nondefault flag ocsp_nochecks is used then the response will be positive meaning a successful verification even in the case where the response signing certificate fails to verify it is a,The function `OCSP_basic_verify` verifies the signer certificate on an OCSP response. In the case where the (non-default) flag OCSP_NOCHECKS is used then the response will be positive (meaning a successful verification) even in the case where the response signing certificate fails to verify. It is a,
CVE-2022-1434,The OpenSSL 3.0 implementation of the RC4-MD5 ciphersuite incorrectly uses the AAD data as the MAC key. This makes the MAC key trivially predictable. An attacker could exploit this issue by performing a man-in-the-middle attack to modify data being sent from one endpoint to an OpenSSL 3.0 recipient,OpenSSL,CWE-327,,,,2022-05-03T16:15:18.917,5.9,MEDIUM,nvd,the openssl 30 implementation of the rc4md5 ciphersuite incorrectly uses the aad data as the mac key this makes the mac key trivially predictable an attacker could exploit this issue by performing a maninthemiddle attack to modify data being sent from one endpoint to an openssl 30 recipient,The OpenSSL 3.0 implementation of the RC4-MD5 ciphersuite incorrectly uses the AAD data as the MAC key. This makes the MAC key trivially predictable. An attacker could exploit this issue by performing a man-in-the-middle attack to modify data being sent from one endpoint to an OpenSSL 3.0 recipient,
CVE-2022-1473,"The OPENSSL_LH_flush() function, which empties a hash table, contains a bug that breaks reuse of the memory occuppied by the removed hash table entries. This function is used when decoding certificates or keys. If a long lived process periodically decodes certificates or keys its memory usage will e",OpenSSL,CWE-459,,,,2022-05-03T16:15:18.957,7.5,HIGH,nvd,the openssl_lh_flush function which empties a hash table contains a bug that breaks reuse of the memory occuppied by the removed hash table entries this function is used when decoding certificates or keys if a long lived process periodically decodes certificates or keys its memory usage will e,"The OPENSSL_LH_flush() function, which empties a hash table, contains a bug that breaks reuse of the memory occuppied by the removed hash table entries. This function is used when decoding certificates or keys. If a long lived process periodically decodes certificates or keys its memory usage will e",
CVE-2022-29242,GOST engine is a reference implementation of the Russian GOST crypto algorithms for OpenSSL. TLS clients using GOST engine when ciphersuite `TLS_GOSTR341112_256_WITH_KUZNYECHIK_CTR_OMAC` is agreed and the server uses 512 bit GOST secret keys are vulnerable to buffer overflow. GOST engine version 3.0,OpenSSL,CWE-120,,,,2022-05-24T15:15:08.097,7.5,HIGH,nvd,gost engine is a reference implementation of the russian gost crypto algorithms for openssl tls clients using gost engine when ciphersuite tls_gostr341112_256_with_kuznyechik_ctr_omac is agreed and the server uses 512 bit gost secret keys are vulnerable to buffer overflow gost engine version 30,GOST engine is a reference implementation of the Russian GOST crypto algorithms for OpenSSL. TLS clients using GOST engine when ciphersuite `TLS_GOSTR341112_256_WITH_KUZNYECHIK_CTR_OMAC` is agreed and the server uses 512 bit GOST secret keys are vulnerable to buffer overflow. GOST engine version 3.0,
CVE-2022-25153,"The ITarian Endpoint Manage Communication Client, prior to version 6.43.41148.21120, is compiled using insecure OpenSSL settings. Due to this setting, a malicious actor with low privileges access to a system can escalate his privileges to SYSTEM abusing an insecure openssl.conf lookup.",OpenSSL,"CWE-275,NVD-CWE-noinfo",,,,2022-06-09T17:15:08.903,7.8,HIGH,nvd,the itarian endpoint manage communication client prior to version 6434114821120 is compiled using insecure openssl settings due to this setting a malicious actor with low privileges access to a system can escalate his privileges to system abusing an insecure opensslconf lookup,"The ITarian Endpoint Manage Communication Client, prior to version 6.43.41148.21120, is compiled using insecure OpenSSL settings. Due to this setting, a malicious actor with low privileges access to a system can escalate his privileges to SYSTEM abusing an insecure openssl.conf lookup.",
CVE-2022-32253,"A vulnerability has been identified in SINEMA Remote Connect Server (All versions < V3.1). Due to improper input validation, the OpenSSL certificate's password could be printed to a file reachable by an attacker.",OpenSSL,CWE-20,,,,2022-06-14T10:15:20.813,7.5,HIGH,nvd,a vulnerability has been identified in sinema remote connect server all versions  v31 due to improper input validation the openssl certificates password could be printed to a file reachable by an attacker,"A vulnerability has been identified in SINEMA Remote Connect Server (All versions < V3.1). Due to improper input validation, the OpenSSL certificate's password could be printed to a file reachable by an attacker.",
CVE-2022-2068,"In addition to the c_rehash shell command injection identified in CVE-2022-1292, further circumstances where the c_rehash script does not properly sanitise shell metacharacters to prevent command injection were found by code review. When the CVE-2022-1292 was fixed it was not discovered that there a",OpenSSL,CWE-78,,,,2022-06-21T15:15:09.060,9.8,CRITICAL,nvd,in addition to the c_rehash shell command injection identified in cve20221292 further circumstances where the c_rehash script does not properly sanitise shell metacharacters to prevent command injection were found by code review when the cve20221292 was fixed it was not discovered that there a,"In addition to the c_rehash shell command injection identified in CVE-2022-1292, further circumstances where the c_rehash script does not properly sanitise shell metacharacters to prevent command injection were found by code review. When the CVE-2022-1292 was fixed it was not discovered that there a",
CVE-2022-31085,"LDAP Account Manager (LAM) is a webfrontend for managing entries (e.g. users, groups, DHCP settings) stored in an LDAP directory. In versions prior to 8.0 the session files include the LDAP user name and password in clear text if the PHP OpenSSL extension is not installed or encryption is disabled b",OpenSSL,"CWE-311,CWE-522",,,,2022-06-27T21:15:08.217,6.1,MEDIUM,nvd,ldap account manager lam is a webfrontend for managing entries eg users groups dhcp settings stored in an ldap directory in versions prior to 80 the session files include the ldap user name and password in clear text if the php openssl extension is not installed or encryption is disabled b,"LDAP Account Manager (LAM) is a webfrontend for managing entries (e.g. users, groups, DHCP settings) stored in an LDAP directory. In versions prior to 8.0 the session files include the LDAP user name and password in clear text if the PHP OpenSSL extension is not installed or encryption is disabled b",
CVE-2022-2274,The OpenSSL 3.0.4 release introduced a serious bug in the RSA implementation for X86_64 CPUs supporting the AVX512IFMA instructions. This issue makes the RSA implementation with 2048 bit private keys incorrect on such machines and memory corruption will happen during the computation. As a consequenc,OpenSSL,CWE-787,,,,2022-07-01T08:15:07.687,9.8,CRITICAL,nvd,the openssl 304 release introduced a serious bug in the rsa implementation for x86_64 cpus supporting the avx512ifma instructions this issue makes the rsa implementation with 2048 bit private keys incorrect on such machines and memory corruption will happen during the computation as a consequenc,The OpenSSL 3.0.4 release introduced a serious bug in the RSA implementation for X86_64 CPUs supporting the AVX512IFMA instructions. This issue makes the RSA implementation with 2048 bit private keys incorrect on such machines and memory corruption will happen during the computation. As a consequenc,
CVE-2022-2097,"AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption, s",OpenSSL,CWE-327,,,,2022-07-05T11:15:08.340,5.3,MEDIUM,nvd,aes ocb mode for 32bit x86 platforms using the aesni assembly optimised implementation will not encrypt the entirety of the data under some circumstances this could reveal sixteen bytes of data that was preexisting in the memory that wasnt written in the special case of in place encryption s,"AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption, s",
